Top-level,Top-level,,,,,,,,,,,1
Electro-Industrial,Electro-Industrial,Post-Industrial,Electronic,Industrial Music,,,,,,,,569
Electroacoustic,Electroacoustic,Electronic,Experimental,,,,,,,,,570
Electropop,Electropop,Electronic,Pop,,,,,,,,,571
Emocore,Emocore,Post-Hardcore,Punk,Emo,,,,,,,,572
Entechna,Entechna,Balkan Music,Greek Music,Regional Music,,,,,,,,573
Experimental Big Band,Exp–rimental Big Band,Avant-Garde Jazz,Big Band,Jazz,,,,,,,,574
Flamenco Pop,Fl–menco Pop,Spanish Music,Hispanic Music,Pop,Regional Music,,,,,,,575
Folk Pop,Folk Pop,Contemporary Folk,Folk,Pop,,,,,,,,576
Freak Folk,Freak Folk,Psychedelic Folk,Contemporary Folk,Folk,Psych,,,,,,,577
Freakbeat,Freakbeat,Beat Music,Pop Rock,Garage Rock,Pop,Rock,,,,,,578
Free Folk,Free Folk,Psychedelic Folk,Contemporary Folk,Folk,Psych,,,,,,,579
Freestyle,Freestyle,EDM,Dance-Pop,Pop,Dance,,,,,,,580
Futurepop,Futurepop,Synthpop,EBM,EDM,Post-Industrial,Electronic,Industrial Music,Pop,,,,581
Garage Punk,Garage Punk,Garage Rock,Punk Rock,Punk,Rock,,,,,,,582
Glitch (Experimental),Glitch (Experimental),Electronic,Experimental,,,,,,,,,583
Glitch Pop,Glitch Pop,Electronic,Pop,Indietronica,,,,,,,,584
Gospel,Gospel,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,585
Gothic Rock,Gothic Rock,Post-Punk,Rock,Punk,,,,,,,,586
Halloween Music,Halloween Music,Holiday Music,Descriptor Genres,,,,,,,,,587
Hardcore Breaks,Hardcore Breaks,Breakbeat Hardcore (EDM),Breakbeat,Hardcore (EDM),EDM,,,,,,,588
Heavy Psych,Heavy Psych,Hard Rock,Psychedelic Rock,Psych,Rock,,,,,,,589
Hi-NRG,Hi-NRG,Electro-Disco,EDM,Dance,Disco,,,,,,,590
Hiplife,Hiplife,Highlife,West African Music,Hip Hop,African Music,Regional Music,,,,,,591
Hyperpop,Hyperpop,Electronic,Pop,,,,,,,,,592
Indeterminacy,Indeterminacy,Experimental,Modern Classical,Classical,,,,,,,,593
Indian Pop,Indian Pop,South Asian Music,Pop,Regional Music,,,,,,,,594
Industrial (Experimental),Industrial (Experimental),Industrial Music,Experimental,,,,,,,,,595
Industrial Metal,Industrial Metal,Post-Industrial,Metal,Industrial Music,,,,,,,,596
Industrial Rock,Industrial Rock,Post-Industrial,Industrial Music,Rock,,,,,,,,597
Industrial Techno,Industrial Techno,Post-Industrial,EDM,Techno,Industrial Music,,,,,,,598
Italo Dance,Italo Dance,Eurodance,EDM,Dance-Pop,Pop,,,,,,,599
Italo-Disco,Italo-Disco,Electro-Disco,EDM,Dance,Disco,,,,,,,600
Eurobeat,Eurobeat,Italo-Disco,Electro-Disco,EDM,Dance,Disco,,,,,,601
Jamaican Ska,Jamaican Ska,Jamaican Music,Caribbean Music,Ska,Regional Music,,,,,,,602
Jangle Pop,Jangle Pop,Pop Rock,Alt Rock,Pop,Rock,,,,,,,603
Jazz Poetry,Jazz Poetry,Spoken Word,Poetry,Jazz,Descriptor Genres,,,,,,,604
Jazz-Funk,Jazz-Funk,R&B,Funk,Jazz,,,,,,,,605
Junkanoo,Junkanoo,Caribbean Folk Music,Caribbean Music,Traditional Folk,Folk,Regional Music,,,,,,606
Krautrock,Krautrock,Prog Rock,Experimental Rock,Rock,,,,,,,,607
Kwaito,Kwaito,House,EDM,Southern African Music,African Music,Regional Music,,,,,,608
Latin Disco,Latin Disco,Dance,Latin American Music,Hispanic Music,Disco,Regional Music,,,,,,609
Latin Electronic,Latin Electronic,Latin American Music,Hispanic Music,Electronic,Regional Music,,,,,,,610
Latin Funk,Latin Funk,R&B,Latin American Music,Hispanic Music,Funk,Regional Music,,,,,,611
Latin Jazz,Latin Jazz,Latin American Music,Hispanic Music,Jazz,Regional Music,,,,,,,612
Afro-Cuban Jazz,Afro-Cuban Jazz,Latin Jazz,Latin American Music,Hispanic Music,Jazz,Regional Music,,,,,,613
Latin Pop,Latin Pop,Latin American Music,Hispanic Music,Pop,Regional Music,,,,,,,614
Latin Rock,Latin Rock,Latin American Music,Hispanic Music,Rock,Regional Music,,,,,,,615
Merseybeat,Merseybeat,Beat Music,Pop Rock,Pop,Rock,,,,,,,616
Metalcore,Metalcore,Hardcore Punk,Punk Rock,Punk,Metal,,,,,,,617
Mathcore,Mathcore,Metalcore,Hardcore Punk,Punk Rock,Punk,Metal,,,,,,618
Mexican Folk Music,Mexican Folk Music,Traditional Folk,Mexican Music,Latin American Music,Hispanic Music,Folk,Regional Music,,,,,619
Microsound,Microsound,Sound Collage,Experimental,Electronic,,,,,,,,620
Midwest Emo,Midwest Emo,Indie Rock,Alt Rock,Punk,Emo,Rock,,,,,,621
Motown Sound,Motown Sound,Pop Soul,R&B,Soul,Pop,,,,,,,622
Murga,Murga,Hispanic Music,Musical Theatre,Regional Music,Regional Music,,,,,,,623
Musique concrète,Musique concrète,Electroacoustic,Electronic,Experimental,,,,,,,,624
Nashville Sound,Nashville Sound,Country Pop,Country,Pop,,,,,,,,625
Nederbeat,Nederbeat,Beat Music,Pop Rock,Pop,Rock,,,,,,,626
New Romantic,New Romantic,New Wave,Rock,Pop,,,,,,,,627
No Wave,No Wave,Post-Punk,Experimental Rock,Rock,Punk,,,,,,,628
Nu-Disco,Nu-Disco,EDM,Dance,Disco,,,,,,,,629
Future Funk,Future F–nk,Vapor,House,EDM,Electronic,Dance,,,,,,630
Nueva canción,Nueva canción,Contemporary Folk,Singer-Songwriter,Folk,,,,,,,,631
Nueva canción española,Nueva canción española,Contemporary Folk,Singer-Songwriter,Spanish Music,Hispanic Music,Nueva canción,Folk,Regional Music,,,,632
Nueva canción latinoamericana,Nueva canción latinoam–ricana,Contemporary Folk,Singer-Songwriter,Latin American Music,Hispanic Music,Nueva canción,Folk,Regional Music,,,,633
Nueva trova,Nueva trova,Nueva canción latinoamericana,Nueva canción,Contemporary Folk,Folk,Singer-Songwriter,Regional Music,,,,,634
Piano Rock,Piano Rock,Pop Rock,Pop,Rock,,,,,,,,635
Piedmont Blues,Pi3dmont Blues,Country Blues,American Folk Music,Traditional Folk,Acoustic Blues,Blues,Regional Music,,,,,636
Pop Raï,Pop Raï,Arabic Music,North African Music,African Music,Pop,Regional Music,,,,,,637
Post-Punk Revival,Post-Punk Revival,Indie Rock,Alt Rock,Post-Punk,Punk,Rock,,,,,,638
Power Electronics,Power Electronics,Industrial (Experimental),Industrial Music,Experimental,,,,,,,,639
Death Industrial (Experimental),Death Industrial (Experimental),Power Electronics,Industrial (Experimental),Industrial Music,Experimental,Experimental,,,,,,640
Power Pop,Power Pop,Pop Rock,Pop,Rock,,,,,,,,641
Progressive Breaks,Progressive Breaks,Progressive House,Breakbeat,EDM,House,,,,,,,642
Psychedelic Pop,Psychedelic Pop,Pop,Psych,,,,,,,,,643
Psychedelic Soul,Psychedelic Soul,R&B,Psych,Soul,,,,,,,,644
Psychobilly,Psychobilly,Rockabilly,Rock & Roll,Punk Rock,Punk,Rock,,,,,,645
Folk Punk,F0lk Punk,Punk Rock,Punk,,,,,,,,,646
Celtic Punk,Celtic Punk,Folk Punk,Punk Rock,Punk,,,,,,,,647
Gypsy Punk,Gypsy Punk,Folk Punk,Punk Rock,Punk,,,,,,,,648
Horror Punk,Horror Punk,Punk Rock,Punk,,,,,,,,,649
Ragtime,Ragtime,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,650
Rock Opera,Rock 0pera,Rock,Descriptor Genres,,,,,,,,,651
Romanian Popcorn,Romanian Popcorn,EDM,Dance-Pop,Pop,,,,,,,,652
Samba Soul,Samba Soul,R&B,Brazilian Music,Samba,Soul,Regional Music,,,,,,653
Screamo,Screamo,Emo,Post-Hardcore,Punk,,,,,,,,654
Emoviolence,Emoviolence,Powerviolence,Screamo,Hardcore Punk,Post-Hardcore,Punk Rock,Punk,Emo,,,,655
Singeli,Singeli,EDM,East African Music,African Music,Regional Music,,,,,,,656
Ska Punk,Ska Punk,Third Wave Ska,Punk Rock,Punk,Ska,,,,,,,657
Soft Rock,Soft Rock,Pop Rock,Pop,Rock,Pop,,,,,,,658
South Asian Classical Music,South Asian Classical Music,South Asian Music,Classical,Regional Music,,,,,,,,659
Hindustani Classical Music,Hindustani Classical Music,South Asian Classical Music,South Asian Music,Classical,Regional Music,,,,,,,660
Southeast Asian Folk Music,Southeast Asian Folk Music,Traditional Folk,Southeast Asian Music,Folk,Regional Music,,,,,,,661
Space Disco,Space Disco,Electro-Disco,EDM,Dance,Disco,,,,,,,662
Space Rock,Space Rock,Psychedelic Rock,Psych,Rock,,,,,,,,663
Spanish Folk Music,Spanish Folk Music,Traditional Folk,European Folk Music,Spanish Music,Folk,Regional Music,,,,,,664
Spirituals,Spirituals,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,665
Surf Punk,Surf Punk,Punk Rock,Surf,Rock,Punk,,,,,,,666
Synth Punk,Synth Punk,Electronic,Punk,,,,,,,,,667
Tech House,Tech House,EDM,House,,,,,,,,,668
Traditional Black Gospel,Traditional Black Gospel,American Folk Music,Traditional Folk,Gospel,Folk,Regional Music,,,,,,669
Traditional Country,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,,670
Country Boogie,Country B00gie,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,671
Country Gospel,Country Gospel,Traditional Country,American Folk Music,Traditional Folk,Gospel,Folk,Country,Regional Music,,,,672
Close Harmony,Close Harmony,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,673
Cowboy,Cowboy,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,674
Acoustic Texas Blues,Acoustic Texas Blues,Country Blues,American Folk Music,Traditional Folk,Acoustic Blues,Folk,Blues,Regional Music,,,,675
Molam,Molam,Traditional Folk,Southeast Asian Folk Music,Southeast Asian Music,Folk,Regional Music,,,,,,676
Trap Metal,Trap M3tal,Trap (Hip Hop),Hardcore Hip Hop,Hip Hop,,,,,,,,677
UK Drill,UK Dr–ll,Gangsta Rap,Hardcore Hip Hop,Trap (Hip Hop),Drill,Hip Hop,,,,,,678
Flamenco,Flamenco,Traditional Folk,Spanish Folk Music,Spanish Music,Hispanic Music,European Folk Music,Folk,Regional Music,,,,679
Flamenco nuevo,Flamenco nuevo,Traditional Folk,Spanish Folk Music,Spanish Music,Hispanic Music,European Folk Music,Folk,Regional Music,Flamenco,,,680
Vocal Surf,Vocal Surf,Pop Rock,Surf,Pop,Rock,,,,,,,681
Yacht Rock,Yacht Rock,Soft Rock,Pop Rock,Pop,Rock,,,,,,,682
Work Songs,Work Songs,Traditional Folk,Folk,Regional Music,,,,,,,,683
Northern American Music,Northern American Music,Regional Music,,,,,,,,,,684
Boogie Woogie,B00gie Woogie,Northern American Music,Regional Music,,,,,,,,,685
Armenian Music,Armenian Music,West Asian Music,Regional Music,,,,,,,,,686
Skate Punk,Sk*te Punk,Punk Rock,Rock,Punk,,,,,,,,687
Countrypolitan,Countrypolitan,Nashville Sound,Country Pop,Country,Regional Music,Pop,,,,,,688
Idol kayō,Idol kayō,Kayōkyoku,Japanese Music,East Asian Music,Regional Music,,,,,,,689
Chipmunk Soul,Chipmunk S0ul,Hip Hop,,,,,,,,,,690
Hispanic American Music,Hispanic American Music,Hispanic Music,Regional Music,,,,,,,,,691
Latin Soul,Latin Soul,Soul,R&B,Hispanic American Music,Hispanic Music,Regional Music,,,,,,692
Plugg,Plugg,Trap (Hip Hop),Hip Hop,,,,,,,,,693
PluggnB,PluggnB,Plugg,Trap (Hip Hop),Hip Hop,,,,,,,,694
Festival Progressive House,Festival Pr0gressive House,House,EDM,,,,,,,,,695
Utopian Virtual,Utopian Virtual,Vapor,Electronic,,,,,,,,,696
Britfunk,Britfunk,Funk,R&B,,,,,,,,,697
Epic Music,Epic Music,Cinematic Classical,Classical,,,,,,,,,698
Brazilian Bass,Brazilian Bass,House,EDM,,,,,,,,,699
Slap House,Slap House,Brazilian Bass,House,EDM,,,,,,,,700
Flamenco Jazz,Flamenco Jazz,Jazz,Flamenco nuevo,Traditional Folk,Folk,Regional Music,Spanish Folk Music,European Folk Music,Spanish Music,Hispanic Music,Flamenco,701
Power Noise,Power Noise,Noise,Experimental,Post-Industrial,Industrial Music,,,,,,,702
European Music,European Music,Regional Music,,,,,,,,,,703
Medieval Classical Music,Medieval Classical Music,Western Classical,Classical,,,,,,,,,704
Christian Liturgical Music,Christian Liturgical Music,Regional Music,,,,,,,,,,705
Plainsong,Plainsong,Medieval Classical Music,Western Classical,Classical,Christian Liturgical Music,Regional Music,,,,,,706
Gregorian Chant,Gregorian Chant,Plainsong,Medieval Classical Music,Western Classical,Classical,Christian Liturgical Music,Regional Music,,,,,707
Latin House,Latin House,House,EDM,,,,,,,,,708
Truck Driving Country,Truck Driving Country,Honky Tonk,Country,Regional Music,,,,,,,,709
Bakersfield Sound,Bakersfield Sound,Honky Tonk,Country,Regional Music,,,,,,,,710
Afro-Jazz,Afro-Jazz,Jazz,African Music,Regional Music,,,,,,,,711
New Rave,New Rave,Alt Dance,Alt Rock,Rock,Dance,Indie Rock,,,,,,712
J-Rock,J-Rock,Alt Rock,Rock,,,,,,,,,713
Happy Hardcore,Happy Hardcore,Hardcore (EDM),EDM,,,,,,,,,714
Hard Dance,Hard Danc3,EDM,,,,,,,,,,715
UK Hardcore,UK Hardcore,Happy Hardcore,Hardcore (EDM),EDM,Hard Dance,,,,,,,716
Brazilian Classical Music,Brazilian Classical Music,Brazilian Music,Regional Music,Western Classical,Classical,,,,,,,717
Flashcore,Flashcore,Electronic,,,,,,,,,,718
Tropical Rock,Tropical Rock,Soft Rock,Pop Rock,Pop,Rock,,,,,,,719
Classical Crossover,Cl*ssical Crossover,Pop,,,,,,,,,,720
Drumless,Drumless,Hip Hop,,,,,,,,,,721
Glam Metal,Glam M3tal,Hard Rock,Rock,,,,,,,,,722
Classical March,Classical March,Western Classical,Classical,,,,,,,,,723
Modern Creative,Modern Creative,Experimental,,,,,,,,,,724
Chopped and Screwed,Chopped and Screwed,Hip Hop,,,,,,,,,,725
New Music,New Music,Pop,,,,,,,,,,726
Salsa,Salsa,Hispanic American Music,Hispanic Music,Regional Music,,,,,,,,727
Salsa dura,Salsa dura,Salsa,Hispanic American Music,Hispanic Music,Regional Music,,,,,,,728
Descarga,Descarga,Cuban Music,Latin American Music,Hispanic Music,Regional Music,,,,,,,729
Zolo,Zolo,Rock,,,,,,,,,,730
Marabi,Marabi,Southern African Music,African Music,Regional Music,Jazz,,,,,,,731
Louisiana Music,Louisiana Music,Northern American Music,Regional Music,,,,,,,,,732
Mbaqanga,Mbaqanga,Marabi,Southern African Music,African Music,Regional Music,Jazz,,,,,,733
Zydeco,Zydeco,Louisiana Music,Northern American Music,Regional Music,,,,,,,,734
Korean Ballad,Korean Ballad,Pop,,,,,,,,,,735
Rage,R@ge,Trap (Hip Hop),Hip Hop,,,,,,,,,736
Witch House,Witch H0use,Electronic,,,,,,,,,,737
Tread,Tread,Trap (Hip Hop),Hip Hop,,,,,,,,,738
Vanguarda paulista,Vanguarda paulista,Brazilian Music,Regional Music,,,,,,,,,739
Bluegrass,Bluegrass,Country,Regional Music,,,,,,,,,740
Hip Hop Soul,Hip H0p S0ul,Contemporary R&B,R&B,,,,,,,,,741
Soukous,Soukous,Central African Music,African Music,Regional Music,,,,,,,,742
Fon Music,Fon Music,West African Music,African Music,Regional Music,,,,,,,,743
Spanish Classical Music,Spanish Classical Music,Spanish Music,Hispanic Music,Regional Music,Western Classical,Classical,,,,,,744
Horror Synth,Horror Synth,Electronic,,,,,,,,,,745
Big Music,Big Music,Pop Rock,Pop,Rock,,,,,,,,746
Deep Tech,Deep Tech,Tech House,House,EDM,,,,,,,,747
Spy Music,Spy Music,Jazz,Cinematic Classical,Classical,,,,,,,,748
Post-Britpop,Post-Britp0p,Alt Rock,Rock,Pop Rock,Pop,,,,,,,749
French Electro,French Electro,Electro House,EDM,House,,,,,,,,750
Ballroom,Ballroom,House,EDM,,,,,,,,,751
Diva House,Diva House,House,EDM,,,,,,,,,752
Ambient Americana,Ambient Am–ricana,Ambient,Northern American Music,Regional Music,,,,,,,,753
Math Pop,Math P0p,Indie Rock,Alt Rock,Rock,Math Rock,,,,,,,754
Akishibu-kei,Akishibu-kei,Shibuya-kei,Pop,J-Pop,,,,,,,,755
Lo-Fi House,Lo-Fi House,Outsider House,EDM,House,,,,,,,,756
Funk brasileiro,F–nk brasileiro,Brazilian Music,Regional Music,,,,,,,,,757
Funk mandelão,F–nk mandelão,Brazilian Music,Regional Music,Funk brasileiro,,,,,,,,758
Melodic Black Metal,Melodic Black Metal,Black Metal,Metal,,,,,,,,,759
Easycore,Easycore,Pop Punk,Punk Rock,Rock,Punk,Hardcore (Punk),,,,,,760
Grebo,Grebo,Alt Dance,Alt Rock,Rock,Dance,,,,,,,761
Deathcore,Deathcore,Metalcore,Hardcore Punk,Punk Rock,Rock,Punk,Metal,,,,,762
Hybrid Trap,Hybrid Trap,Trap (EDM),EDM,,,,,,,,,763
Yakousei,Yakousei,J-Rock,Alt Rock,Rock,,,,,,,,764
Breakstep,Breakstep,UK Garage,EDM,,,,,,,,,765
Dembow,Dembow,Hispanic American Music,Hispanic Music,Regional Music,Caribbean Music,,,,,,,766
Merengue,Merengue,Hispanic American Music,Hispanic Music,Regional Music,Caribbean Music,,,,,,,767
Mambo urbano,Mambo urbano,Merengue,Hispanic American Music,Hispanic Music,Regional Music,Caribbean Music,,,,,,768
Opera,Opera,Western Classical,Classical,,,,,,,,,769
Trancecore,Tr–ncecore,Hardcore (Punk),Punk,Rock,,,,,,,,770
Neo-Acoustic,Neo-Acoustic,Indie Pop,Pop,Jangle Pop,Pop Rock,Rock,Alt Rock,,,,,771
Ballet,Ballet,Western Classical,Classical,,,,,,,,,772